"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/ThirdPerson/Blueprints/Botiquin/red.red","0","3","3","1","9.645772","0","3"
"/Game/ThirdPerson/Blueprints/Botiquin/white.white","0","3","3","1","7.419261","0","3"
"/Game/TestGame/Blueprints/Blender_Escena/Material_001.Material_001","0","6","6","1","18.606428","0","6"
"/Game/TestGame/Blueprints/Blender_Escena/Material_003.Material_003","0","6","6","1","24.490831","0","6"
"/Game/TestGame/Blueprints/Blender_Escena/Material_004.Material_004","0","6","6","1","19.671587","0","6"
"/Game/TestGame/Blueprints/Blender_Escena/Material_005.Material_005","0","6","6","1","18.306498","0","6"
"/Game/TestGame/Blueprints/Blender_Escena/Material_006.Material_006","0","6","6","1","22.612118","0","6"
"/Game/TestGame/Blueprints/Blender_Escena/Material_007.Material_007","0","6","6","1","18.876802","0","6"
"/Game/TestGame/Blueprints/Blender_Escena/Material_008.Material_008","0","6","6","1","21.000109","0","6"
"/Game/TestGame/Blueprints/Blender_Escena/Material_009.Material_009","0","6","6","1","20.099680","0","6"
"/Game/TestGame/Blueprints/Blender_Escena/Material_010.Material_010","0","6","6","1","18.144003","0","6"
"/Game/TestGame/Blueprints/Blender_Escena/Material_011.Material_011","0","6","6","1","18.153206","0","6"
"/Game/TestGame/Blueprints/Blender_Escena/Material_014.Material_014","0","3","3","1","8.586488","0","3"
"/Game/TestGame/Blueprints/Blender_Escena/Material_002.Material_002","0","6","6","1","18.069967","0","6"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","0","36","1","0.000000","0","0"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","0","63","1","0.000000","0","0"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","0","36","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","5","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","0","9","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.SculptMaterial","0","0","7","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/M_MinimapTextureRenderTarget_Mat.M_MinimapTextureRenderTarget_Mat","0","0","12","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","6","1","0.000000","0","0"
"/Game/Pack_Bonus/Materials/M_Pack_Bonus_Tile_3.M_Pack_Bonus_Tile_3","0","0","3","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","16","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","632","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","24","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","5","1","0.000000","0","0"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","0","63","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","75","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","31","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/LayerVisMaterial.LayerVisMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/ColorMaskBrushMaterial.ColorMaskBrushMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/LandscapeDirtyMaterial.LandscapeDirtyMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","6","1","0.000000","0","0"
"/Engine/Tutorial/SubEditors/TutorialAssets/Character/TutorialTPP_Mat.TutorialTPP_Mat","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","37","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","5","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","6","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","0","12","1","0.000000","0","0"
"/CameraCalibrationCore/Materials/M_DefaultEvenSquare.M_DefaultEvenSquare","0","0","4","1","0.000000","0","0"
"/CameraCalibrationCore/Materials/M_DefaultOddSquare.M_DefaultOddSquare","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","25","1","0.000000","0","0"
"/Game/TestGame/Blueprints/Character/conejo/SkeletalMeshes/DicogConejoFbx50/Materials/tripo_mat_c0420bff.tripo_mat_c0420bff","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","5","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","6","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Blueprints/Niveles/assets/Materials/Skybox/M_SkyboxInicial.M_SkyboxInicial","0","5","0","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Niveles/assets/Materials/Skybox/M_Skybox_Lava.M_Skybox_Lava","0","5","0","1","0.000000","0","0"
"/Game/TestGame/Blueprints/Character/EnemigoDrom/Materials/model.model","0","6","6","1","19.860352","0","6"
"/Game/ThirdPerson/DevRoom/lambert41.lambert41","0","3","3","1","5.282690","0","3"
"/Game/ThirdPerson/DevRoom/lambert42.lambert42","0","3","3","1","8.562881","0","3"
"/Game/TestGame/Blueprints/Character/Guardian/GuardianGuardian/Materials/MaterialGuardian.MaterialGuardian","0","6","0","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial_Low.WorldGridMaterial_Low","0","6","0","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","49","13","13","1","128.646759","6","13"
"/Game/ThirdPerson/Blueprints/Niveles/assets/Materials/Fire/Fire.Fire","49","13","13","1","0.000000","0","13"
"/Game/ThirdPerson/Blueprints/Niveles/assets/Materials/Skybox/M_SkyboxInicial.M_SkyboxInicial","49","10","11","1","32.850788","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","93","93","1","0.000000","0","93"
"/Game/TestGame/Blueprints/Character/EnemigoDrom/Materials/model.model","49","11","11","1","36.575085","0","11"
"/Game/ThirdPerson/DevRoom/lambert41.lambert41","49","13","13","1","65.212868","0","13"
"/Game/ThirdPerson/DevRoom/lambert42.lambert42","49","13","13","1","0.000000","0","13"
"/Game/TestGame/Blueprints/Character/Guardian/GuardianGuardian/Materials/MaterialGuardian.MaterialGuardian","49","11","11","1","6.947422","0","0"
"/Game/TestGame/Blueprints/Blender_Escena/Material_012.Material_012","49","11","11","1","0.000000","0","11"
"/Game/ThirdPerson/Blueprints/Niveles/assets/Materials/Skybox/M_Skybox_Lava.M_Skybox_Lava","49","10","11","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial_Low.WorldGridMaterial_Low","49","21","21","1","80.498604","0","0"
"/Game/ThirdPerson/Blueprints/Botiquin/black.black","49","8","8","1","0.000000","0","8"
"/Game/ThirdPerson/Blueprints/Botiquin/red.red","49","8","8","1","0.000000","0","8"
"/Game/ThirdPerson/Blueprints/Botiquin/white.white","49","8","8","1","0.000000","0","8"
"/Game/TestGame/Blueprints/Blender_Escena/Material_001.Material_001","49","11","11","1","0.000000","0","11"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","0","86","6","0.000000","0","10"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","0","48","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","0","48","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/LandscapeLayerUsageMaterial.LandscapeLayerUsageMaterial","49","0","7","1","0.000000","0","0"
"/Game/ThirdPerson/Matirials_Download/M_MasterMateriall.M_MasterMateriall","49","0","13","1","0.000000","0","0"
"/InterchangeAssets/gltf/M_Default.M_Default","49","0","304","6","0.000000","0","0"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","49","0","168","6","0.000000","0","0"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","49","0","184","6","0.000000","0","0"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","0","168","6","0.000000","0","0"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","49","0","264","6","0.000000","0","0"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","49","0","54","2","0.000000","0","0"
"/Engine/EditorLandscapeResources/MaskBrushMaterial.MaskBrushMaterial","49","0","10","1","0.000000","0","10"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","0","22","1","0.000000","0","0"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","49","0","42","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","86","3","0.000000","0","0"
"/Engine/EditorLandscapeResources/SelectBrushMaterial.SelectBrushMaterial","49","0","20","2","0.000000","0","0"
"/Game/TestGame/Blueprints/Blender_Escena/Material_003.Material_003","49","11","11","1","0.000000","0","11"
"/Game/TestGame/Blueprints/Blender_Escena/Material_004.Material_004","49","11","11","1","0.000000","0","11"
"/Game/TestGame/Blueprints/Blender_Escena/Material_005.Material_005","49","11","11","1","0.000000","0","11"
"/Game/TestGame/Blueprints/Blender_Escena/Material_006.Material_006","49","11","11","1","0.000000","0","11"
"/Game/TestGame/Blueprints/Blender_Escena/Material_007.Material_007","49","11","11","1","0.000000","0","11"
"/Game/TestGame/Blueprints/Blender_Escena/Material_008.Material_008","49","11","11","1","0.000000","0","11"
"/Game/TestGame/Blueprints/Blender_Escena/Material_009.Material_009","49","11","11","1","0.000000","0","11"
"/Game/TestGame/Blueprints/Blender_Escena/Material_010.Material_010","49","11","11","1","0.000000","0","11"
"/Game/TestGame/Blueprints/Blender_Escena/Material_011.Material_011","49","11","11","1","0.000000","0","11"
"/Game/TestGame/Blueprints/Blender_Escena/Material_014.Material_014","49","8","8","1","0.000000","0","8"
"/Game/TestGame/Blueprints/Blender_Escena/Material_002.Material_002","49","11","11","1","0.000000","0","11"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","49","0","45","1","0.000000","0","0"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","49","0","79","1","0.000000","0","0"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","49","0","45","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","0","10","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","10","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","14","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","0","27","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","49","0","11","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","49","0","12","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.SculptMaterial","49","0","12","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/M_MinimapTextureRenderTarget_Mat.M_MinimapTextureRenderTarget_Mat","49","0","13","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","0","21","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","12","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","10","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","11","1","0.000000","0","0"
"/Game/Pack_Bonus/Materials/M_Pack_Bonus_Tile_3.M_Pack_Bonus_Tile_3","49","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","0","24","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","0","1840","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","0","45","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","0","6","1","0.000000","0","0"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","49","0","79","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","0","80","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","0","32","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","0","7","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","49","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","0","16","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","0","22","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/LayerVisMaterial.LayerVisMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/ColorMaskBrushMaterial.ColorMaskBrushMaterial","49","0","10","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/LandscapeDirtyMaterial.LandscapeDirtyMaterial","49","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","0","21","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","0","16","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","0","16","1","0.000000","0","0"
"/Engine/Tutorial/SubEditors/TutorialAssets/Character/TutorialTPP_Mat.TutorialTPP_Mat","49","0","11","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","78","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","49","0","10","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","0","14","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","24","1","0.000000","0","0"
"/CameraCalibrationCore/Materials/M_DefaultEvenSquare.M_DefaultEvenSquare","49","0","9","1","0.000000","0","0"
"/CameraCalibrationCore/Materials/M_DefaultOddSquare.M_DefaultOddSquare","49","0","9","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","0","66","1","0.000000","0","0"
"/Game/TestGame/Blueprints/Character/conejo/SkeletalMeshes/DicogConejoFbx50/Materials/tripo_mat_c0420bff.tripo_mat_c0420bff","49","0","11","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","11","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","7","1","0.000000","0","0"
